pit_tag_ref,site_id,population_type,capture_date,state,sex,length,weight,frog_type
061808035,72996,8,2005-07-25,healthy,m,55,17,4
061808035,72996,8,2007-07-30,healthy,m,57,16,4
061808035,72996,8,2009-08-16,healthy,m,57,18,4
061812081,72996,8,2005-07-25,healthy,m,52,14,4
061812081,72996,8,2005-08-29,healthy,m,51,16,4
061812081,72996,8,2008-09-13,healthy,m,56,16,4
061812081,72996,8,2009-07-05,healthy,m,54,15,4
061831355,72996,8,2005-07-25,healthy,f,55,16,4
061831355,72996,8,2006-07-17,healthy,f,56,13,4
062015770,72996,8,2005-07-25,healthy,m,52,18,4
062015770,72996,8,2005-09-21,healthy,m,56,18,4
062015770,72996,8,2007-07-30,healthy,m,57,18,4
062015770,72996,8,2007-08-29,healthy,m,58,17,4
062036610,72996,8,2005-07-25,healthy,m,42,7,4
062036610,72996,8,2005-08-29,healthy,m,46,9,4
062038782,72996,8,2005-07-25,healthy,m,41,7,4
062038782,72996,8,2005-08-29,healthy,m,45,9,4
062038782,72996,8,2006-07-17,healthy,m,48,8,4
062038782,72996,8,2007-06-18,healthy,m,47,10,4
062038782,72996,8,2008-06-26,healthy,m,51,10,4
062038782,72996,8,2008-08-20,healthy,m,48,12,4
062038782,72996,8,2008-09-13,healthy,m,49,12,4
062038782,72996,8,2009-08-16,healthy,m,52,15,4
062038782,72996,8,2009-09-16,healthy,m,52,18,4
062041857,72996,8,2005-07-25,healthy,f,42,8,4
062041857,72996,8,2005-09-21,healthy,f,48,10,4
062041857,72996,8,2006-07-17,healthy,f,49,10,4
062044007,72996,8,2005-07-25,healthy,m,48,12,4
062044007,72996,8,2005-08-29,healthy,m,48,14,4
062044007,72996,8,2006-07-17,healthy,m,49,10,4
062044007,72996,8,2006-08-20,healthy,m,51,13,4
062054541,72996,8,2005-07-25,healthy,m,48,12,4
062054541,72996,8,2005-09-21,healthy,m,49,13,4
062054541,72996,8,2006-07-17,healthy,m,51,10,4
062069378,72996,8,2005-07-25,healthy,f,60,22,4
062069378,72996,8,2005-09-21,healthy,f,59,21,4
062113832,72996,8,2005-07-25,healthy,m,49,12,4
062113832,72996,8,2006-07-17,healthy,m,49,11,4
062275630,72996,8,2009-07-05,healthy,m,49,14,4
062275630,72996,8,2009-08-16,healthy,m,51,16,4
062275630,72996,8,2009-09-16,healthy,m,53,16,4
062316599,72996,8,2005-07-25,healthy,f,54,14,4
062316599,72996,8,2006-07-17,healthy,f,60,13,4
062374570,70550,1,2006-08-13,healthy,f,52,13,1
062374570,70550,1,2006-08-21,healthy,f,51,15,1
062374570,70550,1,2006-08-31,healthy,f,54,16,1
062374570,70550,1,2007-07-31,healthy,f,58,23,1
062374570,70550,1,2008-07-28,healthy,f,64,30,1
062374570,70550,1,2008-08-21,healthy,f,62,38,1
062374570,72996,8,2005-07-25,healthy,f,45,13,1
062374570,72996,8,2005-09-21,healthy,f,50,14,1
062515260,72996,8,2005-07-25,healthy,m,44,6,4
062515260,72996,8,2005-08-29,healthy,m,48,12,4
062515260,72996,8,2006-08-20,healthy,m,51,12,4
062515260,72996,8,2006-08-30,healthy,m,50,12,4
062525554,72996,8,2005-07-25,healthy,m,52,17,4
062525554,72996,8,2006-07-17,healthy,m,57,14,4
062525554,72996,8,2006-08-20,healthy,m,54,16,4
062540310,72996,8,2005-07-25,healthy,m,43,8,4
062540310,72996,8,2005-08-29,healthy,m,48,11,4
062540310,72996,8,2006-07-17,healthy,m,49,8,4
062574633,72996,8,2005-07-25,healthy,m,50,17,4
062574633,72996,8,2005-08-29,healthy,m,50,15,4
062574633,72996,8,2005-09-21,healthy,m,54,15,4
062577892,72996,8,2005-07-25,healthy,f,47,10,4
062577892,72996,8,2005-08-29,healthy,f,50,11,4
062577892,72996,8,2008-06-27,healthy,f,54,12,4
062590520,72996,8,2005-07-25,healthy,m,50,18,4
062590520,72996,8,2005-08-29,healthy,m,56,20,4
062590520,72996,8,2006-07-17,healthy,m,54,17,4
062590520,72996,8,2006-08-07,healthy,m,57,17,4
062590520,72996,8,2006-09-28,healthy,m,55,18,4
062842319,72996,8,2005-07-25,healthy,m,54,18,4
062842319,72996,8,2005-09-21,healthy,m,56,18,4
062868070,72996,8,2005-07-25,healthy,m,44,10,4
062868070,72996,8,2005-09-21,healthy,m,49,12,4
062868070,72996,8,2007-07-30,healthy,m,49,12,4
062868070,72996,8,2008-07-22,healthy,m,52,12,4
062868070,72996,8,2008-09-13,healthy,m,53,12,4
062868070,72996,8,2009-07-05,healthy,m,53,11,4
080044869,72996,8,2005-07-25,healthy,f,50,11,4
080044869,72996,8,2007-07-30,healthy,f,53,12,4
080044869,72996,8,2008-09-13,healthy,f,54,16,4
080045019,72996,8,2005-07-25,healthy,f,50,13,4
080045019,72996,8,2005-09-21,healthy,f,52,20,4
080045019,72996,8,2008-09-13,healthy,f,54,16,4
080045019,72996,8,2009-07-03,healthy,f,55,12,4
080045019,72996,8,2009-09-16,healthy,f,55,17,4
080045278,72996,8,2005-07-25,healthy,f,48,12,4
080045278,72996,8,2005-09-21,healthy,f,51,13,4
080045278,72996,8,2007-07-30,healthy,f,51,12,4
080045278,72996,8,2007-08-29,healthy,f,53,14,4
080045278,72996,8,2008-07-22,healthy,f,53,13,4
080045278,72996,8,2008-09-13,healthy,f,54,13,4
080045278,72996,8,2009-07-04,healthy,f,52,12,4
080045278,72996,8,2009-08-16,healthy,f,49,14,4
080045278,72996,8,2009-09-16,healthy,f,53,17,4
080045296,72996,8,2005-07-25,healthy,f,46,9,4
080045296,72996,8,2005-08-29,healthy,f,48,12,4
080045296,72996,8,2006-08-20,healthy,f,52,12,4
080045296,72996,8,2006-09-13,healthy,f,52,14,4
080045296,72996,8,2006-09-28,healthy,f,52,14,4
080045320,72996,8,2005-07-25,healthy,m,52,14,4
080045320,72996,8,2005-08-29,healthy,m,52,15,4
080045364,72996,8,2005-07-25,healthy,f,43,8,4
080045364,72996,8,2005-08-29,healthy,f,43,12,4
080045364,72996,8,2006-09-28,healthy,f,50,12,4
080045364,72996,8,2007-06-18,healthy,f,46,11,4
080045364,72996,8,2007-08-29,healthy,f,52,14,4
080045364,72996,8,2008-08-20,healthy,f,53,17,4
080045534,70550,1,2006-08-13,healthy,m,52,14,1
080045534,70550,1,2006-08-21,healthy,m,52,14,1
080045534,70550,1,2006-08-31,healthy,m,55,16,1
080045534,70550,1,2006-09-27,healthy,m,57,17,1
080045534,72996,8,2005-07-25,healthy,m,50,12,1
080045534,72996,8,2006-07-17,healthy,m,52,13,1
080045540,72996,8,2006-08-07,healthy,f,58,21,4
080045540,72996,8,2007-08-29,healthy,f,64,20,4
080045546,72996,8,2005-07-25,healthy,f,60,23,4
080045546,72996,8,2005-09-21,healthy,f,65,26,4
080045567,72996,8,2005-07-25,healthy,f,55,16,4
080045567,72996,8,2005-08-29,healthy,f,54,17,4
080045567,72996,8,2005-09-21,healthy,f,59,19,4
080045567,72996,8,2006-09-28,healthy,f,56,18,4
080045779,70550,1,2008-07-16,healthy,f,58,22,1
080045779,70550,1,2008-07-28,healthy,f,59,26,1
080045779,70550,1,2009-09-15,healthy,f,58,28,1
080045779,72996,8,2005-07-25,healthy,f,47,12,1
080045779,72996,8,2005-08-29,healthy,f,51,14,1
080045803,72996,8,2005-07-25,healthy,m,46,11,4
080045803,72996,8,2009-07-03,healthy,m,53,12,4
080045803,72996,8,2009-09-16,healthy,m,52,16,4
080045882,72996,8,2005-07-25,healthy,m,43,9,4
080045882,72996,8,2005-09-21,healthy,m,46,12,4
080045882,72996,8,2007-08-29,healthy,m,50,10,4
080045882,72996,8,2009-08-16,healthy,m,50,14,4
080045888,72996,8,2005-07-25,healthy,m,49,10,4
080045888,72996,8,2005-08-29,healthy,m,48,12,4
080045888,72996,8,2006-08-20,healthy,m,51,13,4
080045895,72996,8,2005-07-25,healthy,f,50,12,4
080045895,72996,8,2006-08-30,healthy,f,56,18,4
080046008,72996,8,2005-07-25,healthy,m,47,11,4
080046008,72996,8,2005-08-29,healthy,m,48,11,4
080046008,72996,8,2005-09-21,healthy,m,46,12,4
080046008,72996,8,2006-07-17,healthy,m,48,9,4
080046008,72996,8,2007-07-30,healthy,m,48,10,4
080046066,72996,8,2005-07-25,healthy,m,50,12,4
080046066,72996,8,2006-08-30,healthy,m,51,12,4
080046068,72996,8,2005-07-25,healthy,m,52,15,4
080046068,72996,8,2005-09-21,healthy,m,54,16,4
080046068,72996,8,2006-07-17,sick,m,54,12,4
080046073,72996,8,2005-07-25,healthy,m,47,10,4
080046073,72996,8,2006-08-20,healthy,m,50,10,4
080046096,72996,8,2005-07-25,healthy,f,51,16,4
080046096,72996,8,2005-08-29,healthy,f,55,18,4
080046096,72996,8,2005-09-21,healthy,f,55,20,4
080046264,72996,8,2005-07-25,healthy,f,48,12,4
080046264,72996,8,2005-09-21,healthy,f,51,13,4
080046264,72996,8,2006-07-17,healthy,f,52,11,4
080046284,72996,8,2005-07-25,healthy,m,51,14,4
080046284,72996,8,2005-08-29,healthy,m,50,14,4
080046284,72996,8,2006-07-17,healthy,m,53,11,4
080046284,72996,8,2006-08-20,healthy,m,51,13,4
080046284,72996,8,2006-09-28,healthy,m,53,14,4
080046284,72996,8,2009-07-05,healthy,m,49,13,4
080046306,72996,8,2005-07-25,healthy,m,45,11,4
080046306,72996,8,2008-08-20,healthy,m,50,12,4
080046372,72996,8,2005-07-25,healthy,m,49,10,4
080046372,72996,8,2005-09-21,healthy,m,50,13,4
080046372,72996,8,2006-08-07,healthy,m,52,12,4
080046592,72996,8,2005-07-25,healthy,m,48,11,4
080046592,72996,8,2006-09-28,healthy,m,52,11,4
080046592,72996,8,2008-06-26,healthy,m,50,11,4
080046592,72996,8,2008-07-22,healthy,m,50,11,4
080046608,72996,8,2005-07-25,healthy,m,49,12,4
080046608,72996,8,2005-08-29,healthy,m,48,11,4
080046608,72996,8,2005-09-21,healthy,m,49,12,4
080046612,72996,8,2005-07-25,healthy,m,45,9,4
080046612,72996,8,2005-09-21,healthy,m,44,10,4
080046612,72996,8,2007-06-18,healthy,m,48,12,4
080046612,72996,8,2008-06-26,healthy,m,50,10,4
080046612,72996,8,2008-08-20,healthy,m,47,11,4
080046612,72996,8,2009-07-04,healthy,m,51,12,4
080046624,72996,8,2005-07-25,healthy,f,45,12,4
080046624,72996,8,2006-07-17,healthy,f,53,10,4
080046846,72996,8,2005-07-25,healthy,m,44,11,4
080046846,72996,8,2005-08-29,healthy,m,46,12,4
080047019,72996,8,2005-07-25,healthy,f,50,11,4
080047019,72996,8,2005-09-21,healthy,f,53,14,4
080047019,72996,8,2007-06-18,healthy,f,51,12,4
080047019,72996,8,2009-07-03,healthy,f,55,14,4
080047019,72996,8,2009-08-16,healthy,f,54,15,4
080047019,72996,8,2009-09-16,healthy,f,55,17,4
080047068,72996,8,2005-07-25,healthy,f,43,10,4
080047068,72996,8,2005-09-21,healthy,f,48,12,4
080047068,72996,8,2006-09-28,healthy,f,52,14,4
080047127,72996,8,2005-07-25,healthy,m,59,18,4
080047127,72996,8,2005-08-29,healthy,m,58,18,4
080047127,72996,8,2005-09-21,healthy,m,58,18,4
080047323,72996,8,2005-07-25,healthy,m,44,10,4
080047323,72996,8,2005-08-29,healthy,m,44,12,4
080047323,72996,8,2009-08-16,healthy,m,49,13,4
080047383,72996,8,2005-07-25,healthy,f,52,13,4
080047383,72996,8,2005-09-21,healthy,f,50,16,4
080047383,72996,8,2006-07-17,healthy,f,53,11,4
080047383,72996,8,2009-07-03,healthy,f,54,14,4
080047383,72996,8,2009-07-04,healthy,f,53,16,4
080047383,72996,8,2009-08-16,healthy,f,56,18,4
080047527,72996,8,2005-07-25,healthy,f,44,8,4
080047527,72996,8,2005-08-29,healthy,f,45,10,4
080047527,72996,8,2005-09-21,healthy,f,48,11,4
080047527,72996,8,2006-08-07,healthy,f,51,10,4
080047527,72996,8,2006-08-20,healthy,f,51,10,4
080047536,72996,8,2005-07-25,healthy,m,51,12,4
080047536,72996,8,2005-09-21,healthy,m,51,14,4
080047536,72996,8,2006-08-07,healthy,m,50,11,4
080047536,72996,8,2008-08-20,healthy,m,51,14,4
080047575,72996,8,2005-07-25,healthy,f,60,16,4
080047575,72996,8,2008-07-22,healthy,f,62,18,4
080047575,72996,8,2008-09-13,healthy,f,61,22,4
080047636,72996,8,2005-07-25,healthy,m,45,11,4
080047636,72996,8,2005-09-21,healthy,m,47,12,4
080047636,72996,8,2006-09-28,healthy,m,49,14,4
080047636,72996,8,2009-07-03,healthy,m,52,12,4
080047852,72996,8,2005-07-25,healthy,f,54,14,4
080047852,72996,8,2006-08-07,healthy,f,50,13,4
080047852,72996,8,2006-08-20,healthy,f,54,16,4
080048022,72996,8,2005-07-25,healthy,m,48,12,4
080048022,72996,8,2009-07-05,healthy,m,49,12,4
080048110,72996,8,2005-07-25,healthy,m,46,11,4
080048110,72996,8,2005-08-29,healthy,m,49,11,4
080048110,72996,8,2006-07-17,healthy,m,48,10,4
080048114,72996,8,2005-07-25,healthy,f,45,9,4
080048114,72996,8,2005-08-29,healthy,f,48,11,4
080048114,72996,8,2005-09-21,healthy,f,48,10,4
080048114,72996,8,2006-08-20,healthy,f,53,13,4
080048114,72996,8,2007-08-29,healthy,f,54,12,4
080048118,72996,8,2005-07-25,healthy,f,51,13,4
080048118,72996,8,2006-09-13,healthy,f,54,16,4
080048118,72996,8,2009-08-16,healthy,f,56,16,4
080048359,72996,8,2005-07-25,healthy,f,43,12,4
080048359,72996,8,2005-09-21,healthy,f,51,13,4
080048565,72996,8,2005-07-25,healthy,m,50,13,4
080048565,72996,8,2005-08-29,healthy,m,50,14,4
080048565,72996,8,2006-08-30,healthy,m,52,14,4
080048565,72996,8,2008-08-20,healthy,m,52,13,4
080048565,72996,8,2009-07-04,healthy,m,54,12,4
080048570,72996,8,2005-07-25,healthy,m,42,6,4
080048570,72996,8,2006-08-07,healthy,m,42,8,4
080048570,72996,8,2007-07-30,healthy,m,48,8,4
080048570,72996,8,2009-07-03,healthy,m,50,9,4
080048570,72996,8,2009-09-16,healthy,m,49,11,4
080048570,72996,8,2010-07-21,healthy,m,49,11,4
080048614,72996,8,2005-07-25,healthy,m,48,11,4
080048614,72996,8,2005-09-21,healthy,m,50,12,4
080048639,72996,8,2005-07-25,healthy,f,42,7,4
080048639,72996,8,2005-09-21,healthy,f,48,10,4
080048639,72996,8,2007-07-30,healthy,f,50,12,4
080048639,72996,8,2008-07-22,healthy,f,52,11,4
080048639,72996,8,2008-09-06,healthy,f,51,12,4
080048639,72996,8,2009-08-16,healthy,f,54,15,4
080048769,70550,1,2006-08-31,healthy,f,49,14,1
080048769,70550,1,2006-09-27,healthy,f,51,16,1
080048769,70550,1,2007-06-18,healthy,f,49,16,1
080048769,72996,8,2005-07-25,healthy,f,43,7,1
080048769,72996,8,2005-09-21,healthy,f,43,9,1
080048769,72996,8,2006-07-17,healthy,f,46,7,1
080048814,72996,8,2005-07-25,healthy,m,53,14,4
080048814,72996,8,2008-06-27,healthy,m,53,12,4
080048814,72996,8,2009-07-05,healthy,m,55,15,4
080048850,72996,8,2005-07-25,healthy,f,44,10,1
080048850,72996,8,2005-09-21,healthy,f,47,12,1
080048851,72996,8,2005-07-25,healthy,f,47,11,4
080048851,72996,8,2005-09-21,healthy,f,48,13,4
080048851,72996,8,2009-07-03,healthy,f,54,12,4
080048851,72996,8,2009-08-16,healthy,f,55,18,4
080048886,72996,8,2005-07-25,healthy,m,54,17,4
080048886,72996,8,2008-09-13,healthy,m,54,16,4
080049013,72996,8,2005-07-25,healthy,f,42,9,4
080049013,72996,8,2005-08-29,healthy,f,48,12,4
080049013,72996,8,2005-09-21,healthy,f,47,12,4
080049038,72996,8,2005-07-25,healthy,m,47,12,4
080049038,72996,8,2005-09-21,healthy,m,50,13,4
080049038,72996,8,2006-07-17,healthy,m,51,10,4
080049038,72996,8,2006-08-07,healthy,m,59,12,4
080049038,72996,8,2006-08-20,healthy,m,49,12,4
080049038,72996,8,2006-08-30,healthy,m,52,14,4
080049066,72996,8,2005-07-25,healthy,f,48,12,4
080049066,72996,8,2005-08-29,healthy,f,50,15,4
080049066,72996,8,2005-09-21,healthy,f,52,15,4
080049066,72996,8,2006-08-07,healthy,f,54,11,4
080049066,72996,8,2007-07-30,healthy,f,54,15,4
080049066,72996,8,2007-08-29,healthy,f,51,13,4
080049066,72996,8,2008-06-27,healthy,f,54,14,4
080049066,72996,8,2008-09-14,healthy,f,56,17,4
080049066,72996,8,2009-08-16,healthy,f,55,20,4
080049276,72996,8,2005-07-25,healthy,m,46,9,4
080049276,72996,8,2005-09-21,healthy,m,48,10,4
080049296,72996,8,2005-07-25,healthy,m,45,10,4
080049296,72996,8,2006-08-20,healthy,m,48,10,4
080049565,72996,8,2005-07-25,healthy,f,58,17,4
080049565,72996,8,2005-08-29,healthy,f,56,21,4
080049565,72996,8,2005-09-21,healthy,f,59,21,4
080049565,72996,8,2008-07-22,healthy,f,57,16,4
080049565,72996,8,2008-08-20,healthy,f,57,22,4
080049565,72996,8,2008-09-06,healthy,f,58,20,4
080049565,72996,8,2008-09-14,healthy,f,58,20,4
080049565,72996,8,2009-07-04,healthy,f,58,18,4
080049630,72996,8,2005-07-25,healthy,f,48,10,4
080049630,72996,8,2006-07-17,healthy,f,49,9,4
080049630,72996,8,2007-08-29,healthy,f,54,9,4
080049838,72996,8,2005-07-25,healthy,f,47,10,4
080049838,72996,8,2005-08-29,healthy,f,50,11,4
080049838,72996,8,2005-09-21,healthy,f,47,12,4
080049847,72996,8,2005-07-25,healthy,m,54,20,4
080049847,72996,8,2005-09-21,healthy,m,57,20,4
080050007,72996,8,2005-07-25,healthy,m,54,19,4
080050007,72996,8,2006-07-17,healthy,m,57,16,4
080050122,72996,8,2005-07-25,healthy,m,47,12,4
080050122,72996,8,2007-06-18,healthy,m,48,12,4
080050122,72996,8,2008-06-26,healthy,m,50,11,4
080050269,70134,1,2006-08-16,healthy,m,47,8,1
080050269,70134,1,2006-09-01,healthy,m,47,10,1
080050269,72996,8,2005-07-25,healthy,m,40,8,1
080050325,70414,1,2006-07-30,healthy,f,48,9,1
080050325,72996,8,2005-07-25,healthy,f,46,10,1
080050325,72996,8,2005-08-29,healthy,f,48,11,1
080050325,72996,8,2005-09-21,healthy,f,46,11,1
080050535,72996,8,2008-06-27,healthy,f,52,12,4
080050535,72996,8,2008-07-22,healthy,f,52,12,4
080050535,72996,8,2008-08-20,healthy,f,53,12,4
080050535,72996,8,2008-09-06,healthy,f,54,14,4
080050535,72996,8,2008-09-13,healthy,f,52,13,4
080050535,72996,8,2009-07-03,healthy,f,53,13,4
080050535,72996,8,2009-09-16,healthy,f,55,19,4
080050561,72996,8,2005-07-25,healthy,m,49,12,4
080050561,72996,8,2005-09-21,healthy,m,52,12,4
080050777,72996,8,2005-07-25,healthy,m,46,11,4
080050777,72996,8,2005-08-29,healthy,m,49,12,4
080050803,72996,8,2005-07-25,healthy,f,56,16,4
080050803,72996,8,2005-09-21,healthy,f,54,20,4
080050803,72996,8,2007-06-18,healthy,f,59,13,4
080050810,72996,8,2005-07-25,healthy,m,47,14,4
080050810,72996,8,2005-08-29,healthy,m,50,13,4
080050810,72996,8,2005-09-21,healthy,m,52,15,4
080050810,72996,8,2006-07-17,healthy,m,55,14,4
080051294,70134,1,2006-08-16,healthy,f,56,18,1
080051294,70134,1,2006-09-01,healthy,f,58,22,1
080051294,70688,1,2006-09-12,healthy,f,60,22,1
080051294,72996,8,2005-07-25,healthy,f,53,18,1
080051294,72996,8,2006-07-17,healthy,f,59,14,1
080051300,72996,8,2005-07-25,healthy,m,46,10,4
080051300,72996,8,2005-09-21,healthy,m,48,13,4
080051313,72996,8,2005-07-25,healthy,m,55,15,4
080051313,72996,8,2005-09-21,healthy,m,56,18,4
080051320,72996,8,2005-07-25,healthy,f,54,20,4
080051320,72996,8,2007-06-18,healthy,f,58,19,4
080051320,72996,8,2008-07-22,healthy,f,56,17,4
080051320,72996,8,2008-08-20,healthy,f,57,19,4
080051320,72996,8,2008-09-06,healthy,f,60,20,4
080051320,72996,8,2008-09-13,healthy,f,60,20,4
080051320,72996,8,2009-08-16,healthy,f,59,24,4
080051559,72996,8,2005-07-25,healthy,f,57,14,4
080051559,72996,8,2005-08-29,healthy,f,56,15,4
080051567,72996,8,2005-07-25,healthy,f,51,14,4
080051567,72996,8,2007-06-18,healthy,f,55,15,4
080051567,72996,8,2007-08-29,healthy,f,56,16,4
080051567,72996,8,2008-07-22,healthy,f,56,15,4
080051801,72996,8,2005-07-25,healthy,m,42,9,4
080051801,72996,8,2005-09-21,healthy,m,46,11,4
080051801,72996,8,2006-09-28,healthy,m,50,12,4
080051801,72996,8,2007-08-29,healthy,m,50,12,4
080051801,72996,8,2008-06-27,healthy,m,50,12,4
080051801,72996,8,2009-08-16,healthy,m,51,16,4
080051826,72996,8,2005-07-25,healthy,m,54,14,4
080051826,72996,8,2007-07-30,healthy,m,53,13,4
080051826,72996,8,2007-08-29,healthy,m,55,14,4
080051837,72996,8,2005-07-25,healthy,f,53,16,4
080051837,72996,8,2005-09-21,healthy,f,56,23,4
080051837,72996,8,2006-09-13,healthy,f,59,20,4
080051864,72996,8,2005-07-25,healthy,m,52,19,4
080051864,72996,8,2006-07-17,healthy,m,55,15,4
080052030,72996,8,2005-07-25,healthy,f,50,14,4
080052030,72996,8,2005-09-21,healthy,f,49,12,4
080052030,72996,8,2006-08-20,healthy,f,54,14,4
080052030,72996,8,2006-09-13,healthy,f,56,16,4
080052101,72996,8,2005-07-25,healthy,f,46,10,4
080052101,72996,8,2005-08-29,healthy,f,45,11,4
080052101,72996,8,2006-08-30,healthy,f,52,14,4
080052361,72996,8,2005-07-25,healthy,f,49,12,4
080052361,72996,8,2005-09-21,healthy,f,52,17,4
080052585,70550,1,2006-08-13,healthy,m,46,10,1
080052585,70550,1,2006-08-21,healthy,m,47,10,1
080052585,70550,1,2007-07-01,healthy,m,48,11,1
080052585,72996,8,2005-07-25,healthy,m,41,7,1
080052585,72996,8,2005-08-29,healthy,m,43,9,1
080052585,72996,8,2006-07-17,healthy,m,43,6,1
080052632,72996,8,2005-07-25,healthy,f,52,14,4
080052632,72996,8,2007-06-18,healthy,f,53,15,4
080052632,72996,8,2007-07-30,healthy,f,54,18,4
080052632,72996,8,2008-09-14,healthy,f,54,17,4
080052632,72996,8,2009-08-16,healthy,f,57,22,4
080052832,72996,8,2005-07-25,healthy,f,51,12,4
080052832,72996,8,2007-06-18,healthy,f,52,14,4
080052832,72996,8,2007-08-29,healthy,f,56,16,4
080052832,72996,8,2008-07-22,healthy,f,56,14,4
080052832,72996,8,2008-08-20,healthy,f,56,17,4
080052832,72996,8,2009-07-03,healthy,f,54,18,4
080052832,72996,8,2009-09-16,healthy,f,59,22,4
080052835,72996,8,2005-07-25,healthy,m,53,16,4
080052835,72996,8,2005-08-29,healthy,m,52,17,4
080052835,72996,8,2006-07-17,healthy,m,56,14,4
080052835,72996,8,2006-08-20,healthy,m,54,15,4
080052835,72996,8,2006-08-30,healthy,m,54,16,4
080052835,72996,8,2006-09-13,healthy,m,54,16,4
080052835,72996,8,2007-06-18,healthy,m,52,16,4
080052835,72996,8,2007-08-29,healthy,m,53,16,4
080052835,72996,8,2008-07-22,healthy,m,52,14,4
080052835,72996,8,2008-08-21,healthy,m,52,16,4
080052835,72996,8,2008-09-06,healthy,m,56,15,4
080052835,72996,8,2008-09-13,healthy,m,53,15,4
080052835,72996,8,2009-08-16,healthy,m,53,18,4
080052835,72996,8,2009-09-16,healthy,m,55,18,4
080052841,72996,8,2005-07-25,healthy,f,46,10,4
080052841,72996,8,2006-08-30,healthy,f,51,11,4
080052847,72996,8,2005-07-25,healthy,m,52,14,4
080052847,72996,8,2006-07-17,healthy,m,57,14,4
080052849,72996,8,2005-07-25,healthy,m,52,15,1
080052849,72996,8,2005-08-29,healthy,m,51,16,1
080053010,72996,8,2005-07-25,healthy,m,44,10,4
080053010,72996,8,2007-07-30,healthy,m,49,11,4
080053010,72996,8,2008-06-27,healthy,m,50,12,4
080053010,72996,8,2008-09-13,healthy,m,49,11,4
080053018,72996,8,2005-07-25,healthy,m,41,7,4
080053018,72996,8,2005-08-29,healthy,m,43,9,4
080053018,72996,8,2006-07-17,healthy,m,46,7,4
080053018,72996,8,2006-08-20,healthy,m,47,10,4
080053018,72996,8,2006-09-28,healthy,m,47,8,4
080053018,72996,8,2008-06-27,healthy,m,47,10,4
080053099,72996,8,2005-07-25,healthy,m,53,15,1
080053099,72996,8,2005-08-29,healthy,m,52,15,1
080053099,72996,8,2005-09-21,healthy,m,52,15,1
080053109,72996,8,2005-07-25,healthy,m,46,11,4
080053109,72996,8,2005-08-29,healthy,m,47,13,4
080053113,72996,8,2005-07-25,healthy,f,43,8,4
080053113,72996,8,2006-08-20,healthy,f,48,11,4
080053113,72996,8,2007-07-30,healthy,f,53,12,4
080053113,72996,8,2009-07-04,healthy,f,54,11,4
080053113,72996,8,2009-08-16,healthy,f,53,16,4
080053113,72996,8,2009-09-16,healthy,f,53,16,4
080053117,72996,8,2005-07-25,healthy,m,46,13,4
080053117,72996,8,2007-08-29,healthy,m,54,14,4
080053117,72996,8,2008-06-27,healthy,m,51,13,4
080053117,72996,8,2009-07-03,healthy,m,49,14,4
080053117,72996,8,2009-09-16,healthy,m,51,18,4
080053120,72996,8,2005-07-25,healthy,m,46,13,4
080053120,72996,8,2005-08-29,healthy,m,47,15,4
080053120,72996,8,2006-07-17,healthy,m,50,11,4
080053120,72996,8,2006-08-20,healthy,m,51,14,4
080053120,72996,8,2006-09-13,healthy,m,50,13,4
080053293,72996,8,2005-07-25,healthy,m,48,12,4
080053293,72996,8,2005-08-29,healthy,m,51,13,4
080053338,72996,8,2005-07-25,healthy,m,49,12,4
080053338,72996,8,2009-07-04,healthy,m,53,14,4
080053368,72996,8,2005-07-25,healthy,m,50,12,4
080053368,72996,8,2005-08-29,healthy,m,48,13,4
080053368,72996,8,2007-08-29,healthy,m,53,12,4
080053368,72996,8,2008-06-26,healthy,m,50,10,4
080053593,72996,8,2005-07-25,healthy,m,52,13,4
080053593,72996,8,2005-08-29,healthy,m,52,14,4
080053593,72996,8,2007-07-30,healthy,m,55,15,4
080053633,72996,8,2005-07-25,healthy,m,48,12,4
080053633,72996,8,2005-09-21,healthy,m,49,13,4
080053633,72996,8,2006-07-17,healthy,m,50,11,4
080053633,72996,8,2007-07-30,healthy,m,54,12,4
080053808,72996,8,2005-07-25,healthy,m,44,8,4
080053808,72996,8,2005-09-21,healthy,m,47,10,4
080053867,72996,8,2005-07-25,healthy,m,58,18,4
080053867,72996,8,2005-09-21,healthy,m,57,22,4
080054078,72996,8,2005-07-25,healthy,f,42,8,4
080054078,72996,8,2005-08-29,healthy,f,45,9,4
080054078,72996,8,2006-07-17,healthy,f,46,9,4
080054078,72996,8,2006-08-20,healthy,f,49,12,4
080054078,72996,8,2007-07-30,healthy,f,52,13,4
080054078,72996,8,2007-08-29,healthy,f,53,13,4
080054082,72996,8,2005-07-25,healthy,m,45,10,4
080054082,72996,8,2009-07-03,healthy,m,50,12,4
080054106,72996,8,2005-07-25,healthy,m,42,10,4
080054106,72996,8,2008-07-22,healthy,m,49,12,4
080054106,72996,8,2008-09-13,healthy,m,50,12,4
080054106,72996,8,2009-07-05,healthy,m,49,13,4
080054113,70134,1,2006-08-16,healthy,m,51,13,1
080054113,70134,1,2006-08-22,healthy,m,53,14,1
080054113,70134,1,2007-06-29,healthy,m,55,18,1
080054113,72996,8,2005-07-25,healthy,m,47,11,1
080054113,72996,8,2005-08-29,healthy,m,50,16,1
080054117,72996,8,2005-07-25,healthy,m,47,10,4
080054117,72996,8,2008-08-20,healthy,m,53,13,4
